LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
CA,116,CA4473.4,46.3,N,94,E,Asia,Mongolia,southwestern Mongolia,163.5,145,L-M-U?,Jurassic,,,Calcretes,Dariv,,Graham et al.(1997),,1449
CA,117,CA4473.2,44,N,96,E,Asia,Mongolia,Shar Teg  southwestern Mongolia,163.5,145,Upper,Jurassic,,,Calcretes,,,Gubin Sinitza(1996),,1450
CA,118,CA4473.3,-26,S,138,E,Australia,,,163.5,145,Upper,Jurassic,,,Calcretes,Birkhead,,Krieg et al.(1993),,1451
CA,119,CA4474,46,N,6,E,Europe,France,Mont-Saleve Haute-Savoie,163.5,145,L-M-U?,Jurassic,Purbeckian?,,Calcretes,,,Strasser Davaud(1982),,1452
CA,120,CA4475,42,N,0,W,Europe,Portugal,,163.5,145,Upper,Jurassic,,,Calcretes,,,Wright Wilson(1987); Wright(1989),,1453
CA,121,CA4476,39,N,-9,W,Europe,Portugal,,163.5,145,L-M-U?,Jurassic,,,Calcretes,Alcobaca Beds,,Wilson(1975),,1454
CA,122,CA4477,43,N,-3,W,Europe,Spain,northern Spain,163.5,145,M  - U,Jurassic,,,Calcretes,,,Wright(1989); Wright et al.(1988),,1455
CA,123,CA4478,42,N,-3.25,W,Europe,Spain,Cameros Basin,163.5,145,Upper,Jurassic,Kimmeridgian-Berriasian,Late Jurassic-Early Cretaceous,Calcretes,,,Wright et al.(1995),see also Mensink Schudack(1982),1456
CA,124,CA4479,51,N,-1,W,Europe,United Kingdom,southern England,163.5,145,Upper,Jurassic,,,Calcretes,,,Wright et al.(1988); Wright(1989); Francis(1986),,1457
CA,125,CA4480,17,N,-94,W,North America,Mexico,Chiapas:western Chiapas,163.5,145,Upper,Jurassic,,Upper Jurassic-lowermost Cretaceous,Calcretes,,,Blair(1988),,1458
CA,126,CA4480.1,40,N,-105,W,North America,United States,Colorado:east-central Colorado,163.5,145,L-M-U?,Jurassic,,,Calcretes,Morrison,,Dunagan(2000),,1459
CA,127,CA4480.2,35,N,-108,W,North America,United States,New Mexico:near Grants,163.5,145,L-M-U?,Jurassic,,,Calcretes,Salt Wash Member,,Anderson Lucas(1996),,1460
CA,128,CA4481,45,N,-108,W,North America,United States,Wyoming & Montana:Bighorn Basin,163.5,145,L-M-U?,Jurassic,,,Calcretes,Morrison,,Moberly(1960),,1461
CA,129,CA4481.1,-48,S,-63,W,South America,Argentina,offshore San Julian Basin,163.5,145,Upper,Jurassic,,,Calcretes,,,Figueiredo et al.(1996),,1462
CA,130,CA4482,-12,S,-38,W,South America,Brazil,,163.5,145,Upper,Jurassic,,,Calcretes,Sergi,,Moraes de Ros(1992),,1463
CA,131,CA4483,-12.5,S,-75.5,W,South America,Peru,central Peru,163.5,145,Upper,Jurassic,,Malm,Calcretes,Chaucha,,Gorzawski Cedillo(1988),,1464
D,132,D4484,69,N,100,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1465
D,133,D4485,73,N,119,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1466
D,134,D4486,70,N,123,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1467
D,135,D4487,63,N,142,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1468
D,136,D4488,65,N,158,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1469
D,137,D4489,65,N,163,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1470
D,138,D4490,68,N,168,E,Asia,C.I.S.(frm USSR),North Siberian,163.5,145,L-M-U?,Jurassic,,,Dropstones,,,Chumakov(in Hambrey Harland  1981),,1471
C,139,C4491,28,N,25,E,Africa,Egypt,northern Western Desert,163.5,145,Upper,Jurassic,,,Coals,,,Lefranc Guiraud(1990),,1472
C,140,C4491.1,30,N,33,E,Africa,Egypt,northern Sinai,163.5,145,Upper,Jurassic,,,Coals,,,El Hawat(1997),,1473
C,141,C4492,26,N,14,E,Africa,Libya,Fezzan,163.5,145,Lower,Jurassic,,Jurassic-Lower?,Coals,,,Hlustik(1990),,1474
C,142,C4492.1,32.5,N,21,E,Africa,Libya,offshore Cyenaica,163.5,145,L-M-U?,Jurassic,,,Coals,Kabaw,,Hallett(2002),,1475
C,143,C4493,44,N,81,E,Asia,China,Northwest China:Yining,163.5,145,M  - U,Jurassic,,,Coals,Aiweier Group,,Wang Si-en(1985),,1476
C,144,C4494,40,N,98,E,Asia,China,Northwest China:Jingquan,163.5,145,Upper,Jurassic,,,Coals,Huihuibao Group,,Gu Zhi-wei(1982),,1477
C,145,C4495,45,N,81,E,Asia,China,Northwest China:Wenquan,163.5,145,M  - U,Jurassic,,,Coals,,,The Compiling Group of the Regional Stratagraphy Chart of Xinjiang(1981),,1478
C,146,C4516,30,N,90,E,Asia,China,Xizang:Lhasa-Bomi subregion  Lhasa region  Tibet,163.5,145,Upper,Jurassic,,Upper Jurassic-Lower Cretaceous,Coals,,,Taner Meyerhoff(1990  Table 5),,1479
C,147,C4517,32,N,90,E,Asia,China,Xizang:Bange,163.5,145,Upper,Jurassic,,,Coals,Xiaqiong,,Wang Si-en(1985),,1480
C,148,C4518,32,N,85,E,Asia,China,Xizang:Xiagongjiang,163.5,145,Upper,Jurassic,,Upper Jurassic-Lower Cretaceous,Coals,Chuanba,,Wang Si-en(1985),,1481
C,149,C4519,32,N,91,E,Asia,China,Xizang:Dongqiao,163.5,145,Upper,Jurassic,,,Coals,,,The Comprehensive Scientific Exedition Team to the Qinghai-Xizang Plateau Academia Sinica(1984),,1482
C,150,C4519.1,47.3,N,130.3,E,Asia,China,Heilongjiang:Hegeng,163.5,145,Upper,Jurassic,,,Coals,Hegeng and Jixi groups,,Zhou Xi-yu Feng Cang-shou(1999),,1483
C,151,C4519.2,45.3,N,130.9,E,Asia,China,Heilongjiang:Jixi,163.5,145,Upper,Jurassic,,,Coals,Hegeng and Jixi groups,,Zhou Xi-yu Feng Cang-shou(1999),,1484
C,152,C4520,60,N,136,E,Asia,C.I.S.(frm USSR),Lena Basin,163.5,145,Upper,Jurassic,,,Coals,,,Petroconsultants(1977),,1485
C,153,C4521,57,N,92,E,Asia,C.I.S.(frm USSR),Kansk-Achinsk Basin,163.5,145,Upper,Jurassic,,,Coals,,,Petroconsultants(1977),,1486
C,154,C4522,52,N,65,E,Asia,C.I.S.(frm USSR),Turgay Basin  Kazakhstan,163.5,145,Upper,Jurassic,,,Coals,,,Petroconsultants(1977),,1487
C,155,C4523,51,N,109,E,Asia,C.I.S.(frm USSR),Targabatay Chita,163.5,145,L-M-U?,Jurassic,,,Coals,,,Gorsky et al.(1967  sheet 8),,1488
C,156,C4524,54,N,125,E,Asia,C.I.S.(frm USSR),Upper Amur Basin,163.5,145,Upper,Jurassic,,,Coals,,,Krassilov(1992),,1489
C,157,C4525,66,N,63,E,Asia,C.I.S.(frm USSR),North Sosva Basin,163.5,145,Upper,Jurassic,Oxfordian,,Coals,Otoryinskaya and Tolyinskaya Suites,,The Rijks Geologische Dienst(1982),,1490
C,158,C4526,63,N,60,E,Asia,C.I.S.(frm USSR),Tolyinskoye Coalfield,163.5,145,Upper,Jurassic,Oxfordian,,Coals,Otoryinskaya Suite,,The Rijks Geologische Dienst(1982),,1491
C,159,C4527,63.2,N,60.4,E,Asia,C.I.S.(frm USSR),Otoyinskoye Coalfield,163.5,145,Upper,Jurassic,Oxfordian,,Coals,Tolyinskaya and Otoryinskaya Suites,,The Rijks Geologische Dienst(1982),,1492
C,160,C4528,62.6,N,60.4,E,Asia,C.I.S.(frm USSR),Lopsinskoye Coalfield,163.5,145,Upper,Jurassic,Oxfordian,,Coals,Otoryinskaya and Tolyinskaya Suites,,The Rijks Geologische Dienst(1982),,1493
C,161,C4529,57,N,118,E,Asia,C.I.S.(frm USSR),Apsatskoye Coalfield,163.5,145,Upper,Jurassic,,,Coals,Chepinskaya Suite,,The Rijks Geologische Dienst(1982),,1494
C,162,C4530,51,N,109,E,Asia,C.I.S.(frm USSR),Krasnochikoyeskoye Coalfield,163.5,145,Upper,Jurassic,,,Coals,Chikoyskaya Suite,,The Rijks Geologische Dienst(1982),,1495
C,163,C4531,54.3,N,114,E,Asia,C.I.S.(frm USSR),Elandinskoye Coalfield,163.5,145,Upper,Jurassic,,,Coals,Gusinoozerskaya Suite,,The Rijks Geologische Dienst(1982),,1496
C,164,C4532,56,N,117,E,Asia,C.I.S.(frm USSR),Kalarskoye Coalfield,163.5,145,Upper,Jurassic,,,Coals,Gusinoozerskaya Suite,,The Rijks Geologische Dienst(1982),,1497
C,165,C4533,54,N,117,E,Asia,C.I.S.(frm USSR),Verkhneneruinskaya Area,163.5,145,Upper,Jurassic,,,Coals,Gusinoozerskaya Suite,,The Rijks Geologische Dienst(1982),,1498
C,166,C4534,49.3,N,112,E,Asia,C.I.S.(frm USSR),Mordayskoye Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Tigninskaya Suite,,The Rijks Geologische Dienst(1982),,1499
C,167,C4535,51,N,112,E,Asia,C.I.S.(frm USSR),Kluchevskoye Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Tigninskaya Suite,,The Rijks Geologische Dienst(1982),,1500
C,168,C4536,52,N,116,E,Asia,C.I.S.(frm USSR),Arbagaro-Kholbonskoye Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Mirsanocskaya Suite,,The Rijks Geologische Dienst(1982),,1501
C,169,C4537,54.7,N,120,E,Asia,C.I.S.(frm USSR),Tungirskaya Coal-bearing Area,163.5,145,L-M-U?,Jurassic,,,Coals,Mirsanocskaya Suite,,The Rijks Geologische Dienst(1982),,1502
C,170,C4538,66,N,123,E,Asia,C.I.S.(frm USSR),Zhiganskiy Region,163.5,145,Upper,Jurassic,Oxfordian to Volgian ,,Coals,Dzhaskoyskaya Suite,,The Rijks Geologische Dienst(1982),,1503
C,171,C4539,64,N,126,E,Asia,C.I.S.(frm USSR),Begidzhanskiy Region,163.5,145,L-M-U?,Jurassic,,,Coals,Chemchumskaya Suite,,The Rijks Geologische Dienst(1982),,1504
C,172,C4540,64,N,129,E,Asia,C.I.S.(frm USSR),Chechumskoye Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Chechumskaya Suite,,The Rijks Geologische Dienst(1982),,1505
C,173,C4541,64,N,127.5,E,Asia,C.I.S.(frm USSR),Sangarskoye Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Chechumskaya Suite,,The Rijks Geologische Dienst(1982),,1506
C,174,C4542,64,N,138,E,Asia,C.I.S.(frm USSR),Khandygaskiy Region,163.5,145,Upper,Jurassic,Oxfordian to Volgian ,,Coals,Chechumskaya and Sytoginskaya Suites,,The Rijks Geologische Dienst(1982),,1507
C,175,C4543,62.3,N,136,E,Asia,C.I.S.(frm USSR),Dzhebariki-Khaya Coalfield,163.5,145,Upper,Jurassic,Oxfordian to Volgian ,,Coals,Chechumskaya and Sytoginskaya Suites,,The Rijks Geologische Dienst(1982),,1508
C,176,C4544,62.3,N,130,E,Asia,C.I.S.(frm USSR),Kangalasskiy Region Coalfield,163.5,145,L-M-U?,Jurassic,,,Coals,Markhinskyya  Golubevskaya and Kildyamskaya Suites,,The Rijks Geologische Dienst(1982),,1509
C,177,C4546,64,N,120,E,Asia,C.I.S.(frm USSR),Nyurbinskiy Region,163.5,145,L-M-U?,Jurassic,,,Coals,Nyubinskaya and Ust-Markhinskaya Suites,,The Rijks Geologische Dienst(1982),,1510
C,178,C4547,56,N,120,E,Asia,C.I.S.(frm USSR),South Yakutsk Basin,163.5,145,L-M-U?,Jurassic,,,Coals,Kabaktinskaya  Berkakitskaya and Nerungrikanskaya Suites,,The Rijks Geologische Dienst(1982),,1511
C,179,C4548,56,N,126,E,Asia,C.I.S.(frm USSR),Aldan-Chulman Region,163.5,145,L-M-U?,Jurassic,,,Coals,Nerungrikanskaya  Berkakitskaya and Kabaktinskaya Suites,,The Rijks Geologische Dienst(1982),,1512
C,180,C4549,56,N,120,E,Asia,C.I.S.(frm USSR),Usmun Region,163.5,145,L-M-U?,Jurassic,,,Coals,Kabaktinskaya Suite,,The Rijks Geologische Dienst(1982),,1513
C,181,C4550,56,N,132,E,Asia,C.I.S.(frm USSR),Toko Region,163.5,145,L-M-U?,Jurassic,,,Coals,Kabaktinskaya Suite,,The Rijks Geologische Dienst(1982),,1514
C,182,C4551,56,N,126,E,Asia,C.I.S.(frm USSR),Gonam Region,163.5,145,L-M-U?,Jurassic,,,Coals,Kabaktinskaya Suite,,The Rijks Geologische Dienst(1982),,1515
C,183,C4551.1,38,N,74,E,Asia,C.I.S.(frm USSR),eastern Pamirs,163.5,145,Upper,Jurassic,,,Coals,,,Dronov et al.(1959),,1516
C,184,C4552,23,N,71,E,Asia,India,Gujarat,163.5,145,L-M-U?,Jurassic,,,Coals,Than,,Casshyap Aslan(1992),,1517
C,185,C4553,22,N,82,E,Asia,India,Chikiala and Kotu,163.5,145,Upper,Jurassic,,,Coals,,,Chakrabart(1989),,1518
C,186,C4554,21,N,76,E,Asia,India,Maharashtra Satpura,163.5,145,Upper,Jurassic,,,Coals,,,Chakrabart(1989),,1519
C,187,C4555,15,N,77,E,Asia,India,Peninsular India,163.5,145,Upper,Jurassic,,,Coals,Upper Gondwana coals of the Jabalpur Series,,Dutta(1971),,1520
C,188,C4555.1,23,N,79.9,E,Asia,India,,163.5,145,Upper,Jurassic,,,Coals,Jabalpur,,Kumar(1996),,1521
C,189,C4556,38,N,124,E,Asia,Korea Offshore ,,163.5,145,Upper,Jurassic,,,Coals,Pyong Song,from the subsurface,Massoud et al.(1991),,1522
C,190,C4557,38.5,N,124,E,Asia,Korea Offshore ,,163.5,145,Upper,Jurassic,,,Coals,Ryong Sung,,Massoud et al.(1993),,1523
C,191,C4558,3,N,102,E,Asia,Malaysia Indonesia,,163.5,145,Upper,Jurassic,,Upper Jurassic-Lower Cretaceous,Coals,Malayan Tebak,,Gobbett Hutchinson(1973),,1524
C,192,C4559,49,N,106,E,Asia,Mongolia,north of Ulan Bator,163.5,145,Upper,Jurassic,,,Coals,,lacustrine coal,Adamenko Davidova(1982  Plate 2),,1525
C,193,C4559.1,1.3,N,110.1,E,Asia,Sarawak,,163.5,145,Upper,Jurassic,,,Coals,Bau Limestone,,Pimm(1967  p. 13),,1526
C,194,C4560,-26,S,150,E,Australia,,Queensland:Surat Basin,163.5,145,L-M-U?,Jurassic,,,Coals,,,Petroconsultants(1977),,1527
C,195,C4561,-25,S,143,E,Australia,,Queensland:Eromanga Basin,163.5,145,L-M-U?,Jurassic,,,Coals,Blantyre Sandstone,,Day et al.(1983),,1528
C,196,C4562,-28,S,150,E,Australia,,Queensland:Surat Basin,163.5,145,L-M-U?,Jurassic,,,Coals,Orallo,,Allen(1976),,1529
C,197,C4563,-15,S,144,E,Australia,,Queensland:Laura Basin,163.5,145,L-M-U?,Jurassic,,,Coals,Dalrymple Sandstone,,Day(1976),,1530
C,198,C4564,-29,S,153,E,Australia,,New South Wales:Clarence-Moreton Basin,163.5,145,Upper,Jurassic,,Late Jurassic-Early Cretaceous,Coals,Grafton,,Fielding(1992),,1531
C,199,C4565,-30,S,148,E,Australia,,New South Wales,163.5,145,Upper,Jurassic,,,Coals,Orallo,,Exon Senior(1976),,1532
C,200,C4566,-34.5,S,136,E,Australia,,South Australia:Eyre Peninsula,163.5,145,L-M-U?,Jurassic,,,Coals,,lignitic clays,Pattinson el al.(1976),,1533
C,201,C4566.1,-38.5,S,146,E,,,,163.5,145,,,,,Coals,,,,,1534
C,202,C4567,51,N,-8,W,Europe,Britain,North Celtic Sea and Fastnet Basins,163.5,145,Upper,Jurassic,Kimmeridgian,,Coals,,,Ainsworth et al.(1989),,1535
C,203,C4567.1,60,N,-4,W,Europe,Britain,West Shetland Basin,163.5,145,L-M-U?,Jurassic,,,Coals,,,Stoker et al.(1993),,1536
C,204,C4568,63,N,60,E,Europe,C.I.S.(frm USSR),Sosva(Upper),163.5,145,L-M-U?,Jurassic,,,Coals,,,Petroconsultants(1977),see also Gorsky et al.(1967  sheet 8),1537
C,205,C4568.1,69,N,58,E,Europe,C.I.S.(frm USSR),northeastern Russia,163.5,145,Upper,Jurassic,Kimmeridgian,,Coals,,lignite,Vishnevskaya et al.(1999  Fig. 6),,1538
C,206,C4569,54,N,6,E,Europe,Netherlands,Central Graben,163.5,145,Upper,Jurassic,Oxfordian,see also Abbink et al.(2001)  for Oxfordian and Kimmeridian,Coals,,,Ziegler(1988  Pl. 30),,1539
C,207,C4570,69,N,15,E,Europe,Norway,Andoya,163.5,145,Upper,Jurassic,,,Coals,,,Orvig(1960),,1540
C,208,C4571,40,N,-9,W,Europe,Portugal,Guimarota in central Portugal,163.5,145,Upper,Jurassic,,see also Milner Evans(1991) Krebs(1991) - U. Oxfordian or lower Kimmeridgian;Martin Krebs(2000)-Kimmeridgian,Coals,,,Kohring(1990),,1541
C,209,C4572,80,N,-92,W,North America,Canada,Arctic:Axel Heiberg Island,163.5,145,Upper,Jurassic,,Upper Jurassic-Lower Cretaceous,Coals,Awingak,,Bustin Miall(1991),,1542
C,210,C4573,77,N,-109,W,North America,Canada,Arctic:Melville Island,163.5,145,Upper,Jurassic,Oxfordian,,Coals,Awingak,,Gentzis Goodarzi(1991  Fig. 3a),,1543
C,211,C4573.1,55.5,N,-128,W,North America,Canada,Arctic,163.5,145,L-M-U?,Jurassic,,,Coals,Bower Lake Group,,Yorath(1991),,1544
C,212,C4574,55,N,-125,W,North America,Canada,Briish Columbia and Alberta,163.5,145,Upper,Jurassic,,,Coals,Kootenay Group,,Gibson(1985);Smith(1989),,1545
C,213,C4575,50,N,-115,W,North America,Canada,Briish Columbia and Alberta,163.5,145,Upper,Jurassic,,,Coals,Kootenay Group,,Gibson(1985);Smith(1989),,1546
C,214,C4576,61,N,-137,W,North America,Canada,British Columbia and Alberta:north-central British Columbia,163.5,145,Upper,Jurassic,,Upper Jurassic-Lower Cretaceous,Coals,,,Bustin(1984),,1547
C,215,C4577,50,N,-116,W,North America,Canada,British Columbia and Alberta:south-central British Columbia,163.5,145,Upper,Jurassic,,,Coals,,,Douglas et al.(1970  Fig. VIII-34),see also Long(1986),1548
C,216,C4577.1,49.75,N,-114.5,W,North America,Canada,British Columbia and Alberta,163.5,145,Upper,Jurassic,Tithonian,,Coals,Mist Mountian,,Leckie Cheel(1997),,1549
C,217,C4578,61,N,-61,W,North America,Canada,Yukon:Whitehorse Trough,163.5,145,L-M-U?,Jurassic,,,Coals,Laberge Group ,,Smith(1989),see also Long(1986),1550
C,218,C4579,75,N,-20,W,North America,Greenland,Hochstetter Forland,163.5,145,Upper,Jurassic,Lower Oxfordian,,Coals,,,Schiener(1976),,1551
C,219,C4579.1,29,N,-106,W,North America,Mexico,,163.5,145,L-M-U?,Jurassic,,,Coals,La Casita,minor lignite  which also contians evaporites,Monreal Longoria(1999),,1552
C,220,C4579.4,41,N,-68.3,W,North America,United States,Georges Bank area,163.5,145,M  - U,Jurassic,,,Coals,,COST No. 1 G-1 Well,Amato Bebout(1980),,1553
C,221,C4579.2,40.9,N,-67.5,W,North America,United States,Georges Bank area,163.5,145,Upper,Jurassic,,,Coals,,COST No. 2 G-1 Well,Amato Simonis(1980),,1554
C,222,C4579.3,33,N,-88,W,North America,United States,Alabama,163.5,145,Upper,Jurassic,Tithonian,,Coals,Cotton Valley,,Tolson et al.(1983),,1555
C,223,C4580,57,N,-158,W,North America,United States,Alaska:unspecified Alaska Peninsula location,163.5,145,Upper,Jurassic,,,Coals,Naknek,"""thin coal beds""",Robert Blodgett(written comm. (1995)quotes the late C.M. Molenaar U.S.Geological Survey  Denver,,1556
C,224,C4581,38,N,-74,W,North America,United States,Baltimore Canyon: Baltimore Canyon Trough,163.5,145,Upper,Jurassic,,,Coals,,,Libby-French(1981),,1557
C,225,C4581.1,38.3,N,-111,W,North America,United States,Utah:Henry Mountians region,163.5,145,L-M-U?,Jurassic,,,Coals,Morrison,,Doelling Graham(1972  p. 97),,1558
C,226,C4582,-50,S,-70,W,South America,Argentina,Santa Cruz Province,163.5,145,Upper,Jurassic,Tithonian,,Coals,,,Flores-Williams(1978),,1559
B,227,B4583,37,N,31,E,Asia,Turkey,Taurus,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,lateritic bauxite,Bardossy(1984),,1560
B,228,B4584,37,N,31,E,Asia,Turkey,Taurus,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,lateritic bauxite,Bardossy(1984),,1561
B,229,B4585,37,N,35,E,Asia,Turkey,Taurus,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,lateritic bauxite,Bardossy(1984),,1562
B,230,B4586,37,N,37,E,Asia,Turkey,Taurus,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,lateritic bauxite,Bardossy(1984),,1563
B,231,B4587,41,N,20,E,Europe,Albania,,163.5,145,Upper,Jurassic,Kimmeridgian and Tithonian,,Bauxites,,bauxite clays situated between Kimmerdgian and Tithonian,Kici et al.(1991),,1564
B,232,B4588,45,N,34,E,Europe,C.I.S.(frm USSR),Crimea,163.5,145,Upper,Jurassic,Kimmeridgian(Cert.),,Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1565
B,233,B4589,43,N,-1,W,Europe,France,western Pyrenees,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,,Combes Peybernes(1987),,1566
B,234,B4589.1,45.5,N,6.75,E,Europe,France,Vanoise ,163.5,145,Middle,Jurassic,,Bardossy(1982  Appendix 1;) cites Dogger(Hyp.) karst bauxite from Vanoise,Bauxites,,meta- bauxite,Goffe(1977),plus Goffe Saliot(1977),1567
B,235,B4590,38.75,N,22.5,E,Europe,Greece,Atalanti Kallidromon and the Helicon Range in central Greece,163.5,145,Upper,Jurassic,,Malm(Cert.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1568
B,236,B4591,39,N,23,E,Europe,Greece,Euboia,163.5,145,Upper,Jurassic,,Malm(Cert.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),see also Valeton et al.(1987),1569
B,237,B4592,39,N,22,E,Europe,Greece,Kiona  Parnassos,163.5,145,Upper,Jurassic,,Malm,Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1570
B,238,B4593,40,N,23,E,Europe,Greece,Chalkidike Peninsula in the Vardar Zone,163.5,145,Upper,Jurassic,,Malm(Hyp.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1571
B,239,B4594,36.75,N,26,E,Europe,Greece,Amorgos in the Aegean,163.5,145,Upper,Jurassic,,Malm(Quest.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1572
B,240,B4595,48,N,19,E,Europe,Slovakia,Hrusica Mountians and Zuzemberk,163.5,145,Upper,Jurassic,Kimmeridgian(Cert.),,Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1573
B,241,B4596,45,N,14,E,Europe,frm Yugoslavia,Rovinj and Vrsar in Istria,163.5,145,Upper,Jurassic,Tithonian(Hyp.),,Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1574
B,242,B4597,64,N,14,E,Europe,frm Yugoslavia,Hrosica Mountians,163.5,145,Upper,Jurassic,Kimmeridgian,,Bauxites,,,Bardossy Dercourt(1990),,1575
B,243,B4598,42,N,19,E,Europe,frm Yugoslavia,Niksicka Zupa,163.5,145,Upper,Jurassic,Tithonian,,Bauxites,,,Bardossy Dercourt(1990),,1576
B,244,B4599,45,N,15,E,,,,163.5,145,,,,,Bauxites,,,,,1577
B,245,B4339,43,N,18,E,Europe,frm Yugoslavia,Vidusa Mountians,163.5,145,Upper,Jurassic,,Malm(Hyp.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1578
B,246,B4340,43,N,19,E,Europe,frm Yugoslavia,Niksicka Zupa and Dragalj in Crna Gora,163.5,145,Upper,Jurassic,,Malm(Hyp.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,1579
K,247,K4340.1,28,N,9,E,Africa,Algeria,eastern Algeria,163.5,145,L-M-U?,Jurassic,,,Kaolinites,,"kaolinitic material and oolitic iron materials(""siderolithic"")",Busson Cornee(1991),,1580
K,248,K4600,24,N,13,E,Africa,Libya,Murzuk Basin,163.5,145,Upper,Jurassic,,Late Jurassic-Early Cretaceous,Kaolinites,Messak Sandstone,detrial kaolinite,Lorenz(1987),,1581
K,249,K4601,12,N,5,E,Africa,Nigeria,along the eastern margin of the Iullemmeden Basin citing a locality abt 100km s. of Sokoto,163.5,145,Upper,Jurassic,,Late Jurassic-Early Cretaceous,Kaolinites,,kaolinized basement overlain by L. Jurassic-E. Cretaceous Gumdumi Frm,Wopfner(1983),,1582
K,250,K4602,-28,S,136,E,Australia,,South Australia:Oodnadatta region,163.5,145,Upper,Jurassic,,,Kaolinites,,kaolinized basement overlain by L. Juras.-E. Creta. kaolinite-rich sandstones of the Algebuckina SS.,Wopfner(1983),see also Wopfner et al.  1970),1583
K,251,K4603,-30,S,142,E,Australia,,South Australia:Milparinka area,163.5,145,Upper,Jurassic,,,Kaolinites,,kaolinized basement overlain by L. Juras.-E. Creta. kaolinite-rich sandstones of the Algebuckina SS.,Wopfner(1983),,1584
K,252,K4603.1,-33.5,S,136,E,Australia,,South Australia,163.5,145,Upper,Jurassic,,pre-Late Jurassic,Kaolinites,Polda Frm kaolinaization of the Permian,,Drexel Preiss(eds. 1995  p 73),,1585
K,253,K4604,45,N,4,E,Europe,France,Berria area,163.5,145,Upper,Jurassic,Tithonian,,Kaolinites,,modestamounts of sedimentary kaolinite,Deconinck(1993),,1586
K,254,K4604.1,69,N,15,E,,,,163.5,145,,,,,Kaolinites,,,,,1587
K,255,K4605,37,N,-4,W,Europe,Spain,southern Spain,163.5,145,Upper,Jurassic,Kimmeridgian,,Kaolinites,,abundant kaolinite in marine sediments,Rodriguez-Tovar(1993),,1588
K,256,K4606,40,N,-1,W,Europe,Spain,southeastern part of the Iberian Ranges in the Teruel region,163.5,145,Lower,Cretaceous,,Purbeck age,Kaolinites,,detrial kaolinite,Galan et al.(1975),,1589
K,257,K4607,47,N,8,E,Europe,Switzerland,northwestern Switzerland,163.5,145,Upper,Jurassic,,Malm,Kaolinites,,subsuface,Persoz(1982),,1590
K,258,K4608,48,N,34,E,Europe,Ukraine,,163.5,145,Upper,Jurassic,,,Kaolinites,,kaolin deposits,Rusko(1978),,1591
K,259,K4609,58,N,-2,W,Europe,United Kingdom,Scotland:Scotland and the adjacent North Sea,163.5,145,Upper,Jurassic,Kimmeridgian to Volgian,,Kaolinites,,,Sellwood Sladen(1981  Fig.13),,1592
K,260,K4610,71,N,-26,W,North America,Greenland,Milne Land,163.5,145,L-M-U?,Jurassic,,,Kaolinites,,kaolinized crystaline basement overlain by the Charcot Bugt Sandstone,Birklund Perch-Nielsen(1976  p. 325),,1593
K,261,K4611.1,25,N,-99.5,W,North America,Mexico,Neuvo Leon:Linares region,163.5,145,Upper,Jurassic,Tithonian,,Kaolinites,,high in detrital kaolinite,Adatte et al.(1996),,1594
