reference,location,biome,site,Phenology / Leaf Form,Growth Form / Stature,Common Name,Species Name,max_root_depth,method,profile,P_mm,Seasonality,PET_mm,Topo Position,wt_range,wtd,Texture / Type,Hardpan Nature,depth_m,bedrock,bed_depth,human,latitude,longitude,altitude,authornotes,notes,root_depth
"Lieffers & Rothwell, 1987","Central Alberta, CA",boreal forest,very wet,deciduous needle-leaf,tree,"tamarack, eastern larch",Larix laricina,0.3,peat block sampling,yes,508,NA,NA,NA,0-0.16,0.14000000000000001,peat to depth examined (0.6m),NA,NA,NA,NA,NA,55.1786,-114.3365,617,"There was a strong positive correlation between fine root biomass and depth of water table; however, total root biomass was not correlated with depth to water table",NA,0.3
Link et al. 1990,"Hanford, SC Washington state",semi-arid shrub-steppe,NA,annual,bunch grass,cheatgrass,Bromus tectorum L.,0.5,excavation,no,160,mostly in fall / winter,NA,NA,NA,NA,loamy sand on coarse sand,NA,NA,NA,NA,burned 6yr ago,46.40555555555555,-119.33333333333333,134,"The greatest depth of roots observed for large individuals of cheatgrass was 45 to 50 cm, which reaches into the coarse sand zone of the profile. The greatest depth observed for large individuals of Sandberg’s bluegrass was 35 cm. The majority of the root mass occurred in the top 10 cm of the soil for both species. Little root mass was found below 20 cm.",NA,0.5
Link et al. 1990,"Hanford, SC Washington state",semi-arid shrub-steppe,NA,perennial,grass,Sandberg’s bluegrass,Poa sandbergii Vasey,0.35,excavation,no,160,mostly in fall / winter,NA,NA,NA,NA,loamy sand on coarse sand,NA,NA,NA,NA,burned 6yr ago,46.40555555555555,-119.33333333333333,134,NA,NA,0.35
Link et al. 1994,"Hanford, SC Washington state",semi-arid shrub-steppe,NA,evergreen broad-leaf,shrub,spiny hopsage,Grayia spinosa,2.15,soil coring,yes,160,mostly in fall / winter,NA,dune crest,NA,NA,silty loam,NA,NA,NA,NA,NA,46.5836,-119.7329,245,"integrated root biomass down to 195cm was significantly greater under the G. spinosa coppice dunes than under the A. tridentata swales (9x more, esp. in top 90cm); the majority of roots were above depth of 90cm; root biomass with depth was not significantly different under A. tridentat swales",NA,2.15
Link et al. 1994,"Hanford, SC Washington state",semi-arid shrub-steppe,NA,evergreen needle-leaf,shrub,big sagebrush,Artemesia tridentata,2.15,soil coring,yes,160,mostly in fall / winter,NA,dune swale,NA,NA,silty loam,NA,NA,NA,NA,NA,46.5838,-119.7342,243,NA,NA,2.15
"Liu et al., 2008","central Taklimakan, W. China",arid desert,"near Tazhong station,Taklimakan Botanical Garden, Xinjiang Institute of Ecology and Geography, CAS",deciduous broad-leaf,tree,NA,Tamarix taklamakanensis,1.4,excavation,no,37,NA,3639,flat dune valley,NA,1.3,sand,NA,NA,NA,NA,NA,39.1105,83.6697,1083,"The sight on the ground is high mobile compound sand hill. The ground water is about 1.3 m.. An adult buried shallow Tamarix taklamakanensis was arbitrarily selected in a relatively flat ground between sand dunes..It shows that the roots reach almost 30 m from east to west, and 20 m from north to south. They reach 140 cm in depth to touch the ground water, and the lateral roots are distributed at 70―90 cm.",a low spot in a dune valley in nearest the given lat-lon is selected,1.4
"Livesley et al., 2000","Nyabeda, western Kenya",grass savanna,NA,evergreen broad-leaf,tree,"southern silky oak, silky oak, or Australian silver oak",Grevillea robusta,> 3.0,trench wall to 3.3m depth,yes,1800,NA,NA,NA,NA,NA,"very fine, kaolinitic, 73% clay, 8% sand",NA,NA,NA,NA,inter-cropping,0.1,34.56666666666667,1330,"Root length density of grevillea, senna and maize was greatest in the topsoil and generally decreased exponentially with depth. Root length density of both tree species decreased in the topsoil during the cropping season (Figures 3 and 4).","elevation seems 100m higher on GE; caution: trees only 3 years old; A classi example of deep soil, abundant rain, and exponential profile",3
"Livesley et al., 2000","Nyabeda, western Kenya",grass savanna,NA,deciduous broad-leaf,small tree,"Spectacular cassia, mhomba (Kiswahili), mwenu (Kikuyu); calceolaria shower, cassia, pisabed, yellow shower",Senna spectabilis,> 3.0,trench wall to 3.3m depth,yes,1800,NA,NA,NA,NA,NA,"very fine, kaolinitic, 73% clay, 8% sand",NA,NA,NA,NA,inter-cropping,0.1,34.56666666666667,1330,NA,NA,3
"Livesley et al., 2000","Nyabeda, western Kenya",grass savanna,NA,annual,grass,corn,Zea mays,1.6,soil coring to 1.8m,yes,1800,NA,NA,NA,NA,NA,"very fine, kaolinitic, 73% clay, 8% sand",NA,NA,NA,NA,inter-cropping,0.1,34.56666666666667,1330,NA,NA,1.6
López et al. 2001,NE Spain,Mediterranean dry forest,Prades Experimental Complex of Catchments,evergreen broad-leaf,tree,"evergreen oak, holly oak, holm oak",Quercus ilex L.,> 0.6,minirhizotron,yes,537,mostly in winter,1051,NE facing,NA,NA,well structured clay-loam,NA,NA,NA,0.0-0.8-1.5 from hill to valley,NA,41.2183,0.9176,700,"Fine root density was higher in the 50–60-cm depth interval than in the 40–50-cm depth interval. This may reflect the existence of bedrock with few cracks at a depth of 50 to 100 cm, which by trapping water, may have improved water availability in the 50–60-cm depth interval","site slightly moved to be NE facing at 650-750m elevation; soil water content increasing with depth; did not reach max depth; profile data (Fig4a) suggests deeper than 0.8m, maybe in bedrock; authors mentioned fractures storing water",0.6
"Low and Lamont, 1990",SW Australia,sclerophyuous scrub-heath (kwongan),NA,evergreen broad-leaf,tree,Banksia,Banksia hookeriarra / B. attenuata / B. menziesii,8,excavation,yes,530,NA,NA,NA,NA,8,"deep, freely drained, podzol sand",NA,NA,NA,NA,NA,-29.866666666666667,115.25,83,"the mass of sinker roots remained substantial and ropped little with increasing depth… Banksia roots were evident at the bottom of adjoining mine pits excavated to a depth of 5 m. In floristically similar vegetation, including dominance by tree forms of the two Banksia spp. studied here, roots may reach a depth of 8 m, limited by the position of the water table. This contact with the ground water via strong vertical roots apparently enables these species to grow over summer without developing marked water deficits.","A study site was chosen 280 km north of Perth, W.A. and 6 km south of Eneabba on the Brand  High way (29° 52' S. , 115° 15' E.), near the turn-off to the Associated Minerals Consolidated heavy minerals mine site.",8
"Lyford and Wilson, 1964","Central MA, Harvard Forest",temperate deciduous forest,"Prospect Hill Track, compartment-1",deciduous broad-leaf,tree,red maple,Acer rubrum,3.5,soil pits,no,NA,NA,NA,very gentle SW facing slope,NA,NA,"fine sandy loam, free drained and friable throughout",NA,NA,NA,NA,NA,42.5345,-72.1922,342,"Woody roots are up to 25 meters long... Each full grown root fan bears from 1 to 5 thousand, 1 mm long, bead-shaped endotrophic mycorrhizae and these probably are the major absorbing organs… Vertical woody red rnaple roots are infrequent and usually less than 1 cm in diameter. They are most numerous within 2 to 3 meters of the base of the stern where they occur as downward growing branches of horizontal roots.",found a map of prospect hill track showing compartments on Harvard Forest website; rooting depth from Fig.6,3.5
"Ma et al., 2013; 2014","Yulin, Shaanxi Province, C. China",dry steppe,"F-5, not irrigated or fertilized",deciduous broad-leaf,tree,"jujube, red date, Chinese date",Ziziphus jujube,10,soil coring,yes,490,50% in July-Sept,1574,S facing upper slopes,NA,NA,sandy loam (1.2m rain penetration),NA,NA,NA,NA,plantation,38.3265,109.7091,1102,"At each sampling point, a soil core method using a LuoYang shovel was employed... We sampled the deep soil until no more roots were obtained in two consecutive soil intervals. This process required 2 h to sample a depth of 5.4 m in stands F1–F4 and 5 h to sample of depth of 10.4 m in stand F5.",Given lat-lon way off (wrong province). Ma-2014 gives Yulin district. A tree plantation is selected N of the city.,10
"MacDougal, 1937","Sequoia National Park, CA",mountain forest,Crescent Meadow,evergreen needle-leaf,tree,"giant sequoia, giant redwood","Sequoia
gigante",1.83,upturned root plate,no,NA,NA,NA,on the edge of Crescent Meadow bog,NA,NA,NA,NA,NA,granite,NA,NA,36.5547,-118.7483,2045,"High water level in the bog with accompanying softening of the soil was an additional factor in the overthrow of the tree; The upturned disk of soil held by the roots was about 30 ft. across with a thickness of less than 2 yds.; disk. No roots had penetrated the bottom of the pit. No evidence is available, however, to show that the roots of the redwoods ever penetrate deeply.",NA,1.83
"Martin, 1968","Cambridgeshire, England",temperate deciduous forest,"Buff Wood, Mercurialis areas (high site)",perennial,"herb, woodland understory",dog's mercury,Mercurialis perennis,> 0.15,excavation,no,NA,NA,NA,well-drained ridge,NA,NA,chalky boulder-clay,NA,NA,NA,NA,NA,52.1371,-0.127,90,"Examination of the root profiles of Mercurialis perennis shows that in the Mercurialis areas the roots of this species extend to a depth of 15 cm or more; this is in marked contrast to the situation in the Primula elatior areas where the roots of Mercurialis perennis are restricted to, at most, the upper 10 cm of the soil. Roots penetrating below this depth appear to be killed.","excellent analysis on water-logging, or what are the true causes including O stress, CO2 toxicity, ferrous and manganous ion toxicity etc.; Diffusion rate of O through water is 10,000 times slower than in air.",0.15
"Martin, 1968","Cambridgeshire, England",temperate deciduous forest,"Buff Wood, Primula elatior areas (low site)",perennial,"herb, woodland understory",dog's mercury,Mercurialis perennis,< 0.10,excavation,no,NA,NA,NA,poorly drained furrow,NA,NA,chalky boulder-clay,NA,NA,NA,NA,NA,52.1359,-0.1326,71,NA,NA,NA
"Martin and Chambers, 2002","Central Nevada, US",desert reparian meadow,Corral Canyon,perennial,"sedge grass, grass","Nebraska sedge, Kentucky bluegrass","Carex nebrascensis, Poa pratensis",0.4,minirhizotron,no,310,60% as snow,NA,NA,0-1.2,0.4,aquic cryoborrols to cryaquols,NA,NA,NA,NA,NA,39.120416666666664,-116.81072222222222,2368,Large yearly and seasonal differences among water tables largely determined the rooting activity and depth in these mesic meadows and influenced treatment responses. Little rooting activity occurred within or at the surface of the water table and rooting depth increased as water table level lowered during the growing season.,roots only observed to 0.45cm; values here extrapolated according to the authors' statement that root activities tracked the water table,0.4
"Martin and Chambers, 2002","Central Nevada, US",desert reparian meadow,Cahill Canyon,perennial,"sedge grass, grass","Nebraska sedge, Kentucky bluegrass","Carex nebrascensis, Poa pratensis",0.6,minirhizotron,no,310,60% as snow,NA,NA,0-1.5,0.6,aquic cryoborolls,NA,NA,NA,NA,NA,39.466,-117.03344444444444,2325,NA,NA,0.6
"Martin and Chambers, 2002","Central Nevada, US",desert reparian meadow,Emigrant Canyon,perennial,"sedge grass, grass","Nebraska sedge, Kentucky bluegrass","Carex nebrascensis, Poa pratensis",0.8,minirhizotron,no,310,60% as snow,NA,NA,0-2.4,1.4,aquic cryoborolls,NA,NA,NA,NA,NA,39.50983333333333,-117.01830555555556,2174,NA,NA,0.8
"Matthes-Sears & Larson, 1995","S.Ontario, Canada",temperate broadleaf forest,on cliff face at Jail (Wellington County),evergreen needle-leaf,small tree,"eastern white cedar, arborvitae",Thuja occidentalis,0.35,excavation,no,NA,NA,NA,on nearly vertical cliff face,NA,NA,no soil,NA,NA,lime stone,0,NA,43.5081,-79.9299,306,"The results showed that the majority of trees grew in rock without soil or in very small soil pockets. Rooting was shallow, penetrating solid rock to an average of only 9 cm (maximum 30 cm). Roots were found almost exclusively in rock fissures of the softer more weathered rock layers, penetrating harder layers only via crevices","location from Briand-1991, not the site given (Guelph) which is a swamp site; a cliff face is located near the Jail on Google Earth with ~13m elevation difference",0.35
"Mauer and Palatova, 2012","Krtny, E Czech Republic",plantation,80yr old stand,evergreen needle-leaf,tree,Douglas-fir,Pseudotsuga menziesii,1.51,excavation,no,NA,NA,NA,flat land,NA,NA,"cambisol, mesotrophic, haplic, fertile",NA,NA,granodiorite,NA,plantation,49.2921,16.7472,454,NA,a mature stand near Krtny,1.51
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Bruce County, Grey-Sauble 89/11, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.33,trench wall,no,NA,NA,NA,NA,NA,1.5,silty loam,NA,NA,NA,NA,plantation,44.4722,-80.3611,496,"The mean rooting depth on healthy sites was 195 cm, significantly deeper than the 143 cm (p < 0.0001) observed on all diseased sites.. The rooting depth of living trees (144 cm) was not greater than that of trees that died (140 cm).","At all paired sites (healthy vs. sick), forest stands are picked with one greener than the other. Since the study is recent, GoogleEarth images may reflect the condition well.",1.33
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Bruce County, Grey-Sauble 89/11, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.19,trench wall,no,NA,NA,NA,NA,NA,1.5,silty loam,NA,NA,NA,NA,plantation,44.4707,-80.3619,496,NA,Near Grey-Sauble Conservation Authority nearest to the location on map (fig.1),1.19
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Simcoe County, Baxter 249b, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.97,trench wall,no,NA,NA,NA,NA,NA,NA,loamy sand,NA,NA,NA,NA,plantation,44.1505,-79.8877,218,on the Baxter 249b site scattered windthrow of living trees was also observed…,Large forests nearest the town of Baxter is chosen,1.97
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Simcoe County, Baxter 249b, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.64,trench wall,no,NA,NA,NA,NA,NA,NA,loamy sand,NA,NA,NA,NA,plantation,44.151,-79.8869,218,NA,Large forests nearest the town of Baxter is chosen,1.64
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Simcoe County, Phelpston 165b, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.51,trench wall,no,NA,NA,NA,NA,NA,NA,gravely loam,NA,NA,NA,NA,plantation,44.5017,-79.8589,227,NA,The large forest stands near Phelpston is chosen,1.51
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Simcoe County, Phelpston 165b, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.79,trench wall,no,NA,NA,NA,NA,NA,NA,gravely loam,NA,NA,NA,NA,plantation,44.499,-79.8585,227,NA,The large forest stands near Phelpston is chosen,1.79
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Dufferin County, Randwick I, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.84,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.253,-80.0663,283,NA,The forest near Randwick is chosen,1.84
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Dufferin County, Randwick I, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.43,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.2544,-80.0603,283,NA,The forest near Randwick is chosen,1.43
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Northumberland County, Ganaraska 7b, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.4,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.0767,-78.5031,268,NA,Near Ganaraska Forest Centre; hard to tell healthy from sick,1.4
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Northumberland County, Ganaraska 7b, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.6,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.0767,-78.5031,268,NA,Near Ganaraska Forest Centre; hard to tell healthy from sick,1.6
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Norfolk County, Miller Lumber site, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.31,trench wall,no,NA,NA,NA,NA,NA,NA,fine sand / sandy loam,NA,NA,NA,NA,plantation,42.9218,-80.319,232,NA,Could not locate Miller Lumber; a plantation-like forest stand (with rows of trees) is picked nearest the spot on fig.1,1.31
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Norfolk County, Miller Lumber site, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.51,trench wall,no,NA,NA,NA,NA,NA,NA,fine sand / sandy loam,NA,NA,NA,NA,plantation,42.9214,-80.317,232,NA,Could not locate Miller Lumber; a plantation-like forest stand (with rows of trees) is picked nearest the spot on fig.1,1.51
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"York Region, North 30b, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.1200000000000001,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.1432,-79.3371,237,NA,location picked closest to point given in fig.1,1.12
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"York Region, North 30b, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,0.99,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.1401,-79.3291,237,NA,location picked closest to point given in fig.1,0.99
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Parry Sound District, Gurd Tree Improvement Area Pr 18, healty plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.2,trench wall,no,NA,NA,NA,NA,NA,NA,gravely sandy loam,NA,NA,NA,NA,plantation,46.0013,-79.4334,335,"Water deficit (possibly combined with bark beetle attack) was determined as the cause of death at the northernmost site (Gurd Pr18, Parry Sound District). A thick layer of coarse gravel underlying the dead trees provided further evidence to support this diagnosis. Root disease pathogens were not found at this site.",location picked closest to point given in fig.1,1.2
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Parry Sound District, Gurd Tree Improvement Area Pr 18, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.36,trench wall,no,NA,NA,NA,NA,NA,NA,gravely sandy loam,NA,NA,NA,NA,plantation,45.9969,-79.4316,335,"Water deficit (possibly combined with bark beetle attack) was determined as the cause of death at the northernmost site (Gurd Pr18, Parry Sound District). A thick layer of coarse gravel underlying the dead trees provided further evidence to support this diagnosis. Root disease pathogens were not found at this site.",location picked closest to point given in fig.1,1.36
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Durham Region, Brookdale 8a, healthy plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.29,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.1615,-79.1235,246,NA,location picked closest to point given in fig.1,1.29
"McLaughlin et al., 2011","southern Ontario, Canada",temperate broadleaf forest,"Durham Region, Brookdale 8a, dead plot",evergreen needle-leaf,tree,red pine,Pinus resinosa,1.35,trench wall,no,NA,NA,NA,NA,NA,NA,sand,NA,NA,NA,NA,plantation,44.1575,-79.1224,246,NA,location picked closest to point given in fig.1,1.35
"McQuilkin, 1935","Pinelands, central NJ",pine barrens of coastal plain,Lebanon State Forest,evergreen needle-leaf,tree,pitch pine,Pinus rigida,2.7432000000000003,excavation,no,NA,NA,NA,"ridge top, excessive drainage",NA,NA,Lakewood sand (coastal plain sand),NA,NA,NA,NA,NA,39.8879,-74.5089,48,on sterial and dry ridge top; and active mycorrhizae were collected as deep as 7 feet,"this study has photos of pine seedling roots that are tap roots only in yr-1, starting lateral roots in yr-2, with lateral roots progressively getting longer, stronger, more branched, then manu sinker roots reach same depth as tap roots - the decreasing role of tap roots, and increasing role of lateral and sinker roots as the tree matures; this study also report live roots under water table",2.7432000000000003
"McQuilkin, 1935","Pinelands, central NJ",pine barrens of coastal plain,Lebanon State Forest,evergreen needle-leaf,tree,pitch pine,Pinus rigida,> 1.52,excavation,no,NA,NA,NA,"lower slope, good drainage",NA,NA,Lakewood sand (coastal plain sand),NA,NA,NA,NA,NA,39.8911,-74.4935,39,on lower but still well drained site,NA,1.52
"McQuilkin, 1935","Pinelands, central NJ",pine barrens of coastal plain,Lebanon State Forest,evergreen needle-leaf,tree,pitch pine,Pinus rigida,2,excavation,no,NA,NA,NA,steep slope on water edge,NA,0.9144000000000001,Lakewood sand (coastal plain sand),NA,NA,NA,NA,NA,39.9049,-74.5007,37,the presence of mycorrhizae far below a permanent water table is even more remarkable than the growth of the pine roots themselves,NA,2
"McQuilkin, 1935","Pinelands, central NJ",pine barrens of coastal plain,Lebanon State Forest,evergreen needle-leaf,tree,pitch pine,Pinus rigida,1.52,excavation,no,NA,NA,NA,flat valley bottom,NA,0.2,Lakewood sand (coastal plain sand),NA,NA,NA,NA,NA,39.9174,-74.5152,28,"It is possible that conditions in the pine barrens permit a greater degree of aeration of ground water than usually occurs elsewhere. As is well known, many herbaceous plants that are intolerant of saturation will grow in water culture if properly aerated.",NA,1.52
"McQuilkin, 1935","Pinelands, central NJ",pine barrens of coastal plain,Lebanon State Forest,evergreen needle-leaf,tree,shortleaf pine,Pinus echinata,2.74,excavation,no,NA,NA,NA,"ridge top, excessive drainage",NA,NA,Lakewood sand (coastal plain sand),NA,NA,NA,NA,NA,39.8879,-74.5089,48,"It occurs in mixture with P. rigida and the oaks, or, locally, in almost pure stands. However, it does not follow the pitch pine into low areas of poor drainage. Presumably, it cannot tolerate a high water table. The
most striking difference is in the development of the taproot. Pinus echinata produces a much more powerful and massive central shaft (fig. 17) that maintains its thickness to greater depths and displays less tendency to divide into an array of descending branches.",NA,2.74
"McQuilkin, 1935","Near Mount Alo, S. Pennsylvania",temperate mixed forest,Mont Alto State Forest,evergreen needle-leaf,tree,pitch pine,Pinus rigida,1.07,partial excavation,no,NA,NA,NA,on high ridges in mountains,NA,NA,"raw, podsolized, stony, and high in clay, sticky and compact",NA,NA,NA,NA,NA,39.8263,-77.4824,595,(compare to sandy coastal plains) Vertical roots were generally weaker in both thickness and length. Taproots of these trees reached depths of 3 to 3.5 feet. Laterals frequently ran closer to the soil surface than in the New Jersey sands. This probably is a result of the greater moistureretaining capacity of the clayey soil.,site estimated to be on a ridge by the road in the state forest,1.07
"Meinzer, 1927","Tooele Valley, Utah",arid valleys of the US SW,margin of Great Salt Lake,succulent alkali-resistant,shrub,pickleweed,Allenrolfea occidentalis,0.60960000000000003,excavation,drawing,NA,NA,NA,on low hummocks on the salt flats,NA,0.61,clay,NA,NA,NA,NA,NA,40.6503,-112.3958,1285,large tap root; usually preferring a slightly better drained and less saline soil,NA,0.6096
"Meinzer, 1927","Tooele Valley, Utah",arid valleys of the US SW,margin of Great Salt Lake,"succulent, deciduous",shrub,big greasewood,Saroobatm vermdoulatus,1.0922000000000001,excavation,drawing,NA,NA,NA,"furhter back from the lake, above the salt falt",NA,NA,NA,NA,NA,NA,NA,NA,40.6169,-112.3411,1308,"practically certain that greasewood habitually sends its well-developed taproot to considerable depths to reach the water table or the overlying capillary fringe, and that it is a true ground-water plant not only where the water table is very near the surface but also in its favorite position surrounding a shallow-water track",location constrained by plate-I of Kearney et al. (1914) where the original data is obtained,1.0922
"Meinzer, 1927","Escalante Valley, Utah",arid valleys of the US SW,Hendrickson alfafa farm,perennial forage legume,forb,alfafa,Medicago sativa,2.74,excavation,drawing,NA,NA,NA,valley edge at base of mountains,1.92 - 2.80,2.59,NA,NA,NA,NA,NA,NA,38.3371,-113.0355,1523,"in the NE. % sec. 36, T. 28 S., R. 11 W.; The capillary fringe is 3.5 feet or a little more in thickness; During a part of the growing season a considerable portion of the root system is below the water table. In the spring and early part of the summer, when the water table
is at depths less than 8.5 feet, the growth of alfalfa plants in the immediate vicinity of the excavation is rapid and vigorous.",using EarthPoint Township KMZ on GoogleEarth,2.74
"Mendes et al., 2016","SC Portugal, Tagus valley",Mediterra woodland,Belmonte,evergreen broad-leaf,tree,cork oak,Quercus suber L.,2.5,NA,NA,629,NA,NA,alluvial valley,2.5 - 3.8,3,"AR interspersed with Stagnic Luvisols (LV) on sandstones, w/ clay layers",NA,NA,NA,NA,NA,38.88194444444444,-8.796944444444444,31,Cork oak relies upon a dimorphic root system which allows the access and use of groundwater resources during the summer dry season,"elevation given 22m, lower than GE. Rooting depth here is inferred - no direct measurements. Correlation between cork rings and P and the shallow WTD suggest that the trees use GW during drughts. These 2 data points should be treated separately.",2.5
"Mendes et al., 2016","SC Portugal, Tagus valley",Mediterra woodland,Carro Quebrado,evergreen broad-leaf,tree,cork oak,Quercus suber L.,2,NA,NA,629,NA,NA,alluvial valley,2.0 - 3.1,2.5,Haplic Arenosols (AR) on sand,NA,NA,NA,NA,NA,38.83583333333333,-8.817222222222222,24,NA,NA,2
"Mensah & Jenik, 1968",S Ghana,tropical semi-deceduous forest,Esukawkaw Forest Reserve,semi evergreen broad-leaf,tree,Iroko,Ohlorophora excelsa,1.1000000000000001,excavation,yes + drawings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3333,-0.75,176,"A well developed tap-root was present in all mature trees excavate at both research sites; A mighty tap-root remained; We could not follow the full depth of its penetration however, but it is probable that this depth far exceeds 2 metres; At an average depth range of about 50 to 100 cm these sinkers branch into broom-shaped structures which may be a logical response to the unfavourable soil texture (lateritic gravel)  and bad aearation
aeration.",depth inferred from the profile (Fig 4) and statemnet that sinker roots at 0.5-1m branck into broom-shaped clusters.,1.1
"Mensah & Jenik, 1968",S Ghana,tropical semi-deceduous forest,U of Ghana Agricultural Research Station in Kade,semi evergreen broad-leaf,tree,Iroko,Ohlorophora excelsa,3.5,excavation,yes + drawings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.166666666666667,-0.9166666666666666,188,NA,"The deeper root at site-1 near Kade is chosen; depth inferred from Fig 2C and Fig 5 profile, and the statement that it goes far deeper than 2m",3.5
"Mensforth & Walker, 1996",S. South Australia,Mediterra shrubland,NA,evergreen broad-leaf,small tree,Swamp Paperbark,Melaleuca halmaturorum,0.5,root obs chamber + soil cores,yes,NA,NA,NA,"swamp, with shallow saline GW",NA,0.8,NA,NA,NA,NA,NA,NA,-36.2918,140.0765,27,"Water uptake concentrated in deeper parts of soil profile when groundwater was at its deepest and salt accumulated in surface soils at the end of summer. When groundwater rose at the end of winter, roots responded by extracting water from near the surface (0-0.1m) at the new water table. We conclude that M. halmaturomm used groundwater in summer and combination of rain and groundwater in winter.","lat-lon given is in the center city of Keith. Moved to 30km SW of Keith, in a natural reserve with swamp forest",0.5
"Midwood et al., 1998","near Alice, S. Texas",savanna parkland,sparse tree cluster site,evergreen broad-leaf,small thorny shrub,"Desert Yaupon, Capul",Schaefferia cuneifolia,1.4,1.5m corning and 2m trenches,yes,720,70% in Apr-Sept,1540,NA,NA,> 60,sandy loam over claypan,argillic horizon (claypan),0.4,NA,NA,NA,27.6695,-98.1883,77,"The decrease in root biomass with increasing soil depth was exponential in groves, and nearly linear in grassland patches",location approximate,1.4
"Midwood et al., 1998","near Alice, S. Texas",savanna parkland,sparse tree cluster site,deciduous broad-leaf,small thorny shrub,Texas buckthorn,Ziziphus obtusifolia,1.6,1.5m corning and 2m trenches,yes,720,70% in Apr-Sept,1540,NA,NA,> 60,sandy loam over claypan,argillic horizon (claypan),0.4,NA,NA,NA,27.6695,-98.1883,77,"Root densities of species in discrete clusters (claypan present) were typically greater than those of the same species in groves (claypan absent), especially in the upper 80 cm of the soil profile.",location approximate; rooting depth from fig5,1.6
"Midwood et al., 1998","near Alice, S. Texas",savanna parkland,sparse tree cluster site,evergreen broad-leaf,small thorny shrub,Desert Hackberry,Celtis pallida,2,1.5m corning and 2m trenches,yes,720,70% in Apr-Sept,1540,NA,NA,> 60,sandy loam over claypan,argillic horizon (claypan),0.4,NA,NA,NA,27.6695,-98.1883,77,"2H and  18O values of stem water from all plants in groves were lower than those of soil water in the upper 1.5 m of the profile, suggesting all species obtained their water from depths >1.5 m.",location approximate; rooting depth from fig5,2
"Midwood et al., 1998","near Alice, S. Texas",savanna parkland,sparse tree cluster site,deciduous broad-leaf,legume tree,honey mesquite,Prosopis glandulosa,2.1,1.5m corning and 2m trenches,yes,720,70% in Apr-Sept,1540,NA,NA,> 60,sandy loam over claypan,argillic horizon (claypan),0.4,NA,NA,NA,27.6695,-98.1883,77,"Groundwater (>60 m below the surface) was sampled from four wells on the La Copita Research Area in January and October, 1991.",location approximate; rooting depth from fig5,2.1
